#mip results PROTO15-TB2021-11
#layer chip channel mpv empv widthmpv chi2ndf nentries
0 6 48 68.3392 0.61 5.99236 1.16582 397
0 6 49 71.9532 1.03473 7.50944 1.81748 406
0 6 50 0 0 0 0 0
0 6 51 0 0 0 0 0
0 6 52 66.1448 6.50861 9.63549 1.42033 346
0 6 53 0 0 0 0 0
0 6 54 0 0 0 0 0
0 6 55 71.2491 1.73052 7.96989 1.28788 323
0 6 56 0 0 0 0 0
0 6 57 0 0 0 0 0
0 6 58 69.8407 3.58432 8.90383 1.09693 276
0 6 59 72.68 2.48707 8.85214 1.29975 308
0 6 60 0 0 0 0 0
0 6 61 70.1228 7.03957 6.21773 0.944361 191
0 6 62 66.1587 4.04216 8.22045 1.28441 262
0 6 63 17.9035 5.62249 0.500952 2.44074 407
0 7 0 40.2079 1.11319 5.16624 1.37389 329
0 7 1 35.3684 19.2347 5.87914 1.12886 104
0 7 2 0 0 0 0 0
0 7 3 0 0 0 0 0
0 7 4 45.6446 0.142896 3.46292 0.482715 897
0 7 5 41.5439 4.60362 9.81887 0.952301 270
0 7 6 0 0 0 0 0
0 7 7 0 0 0 0 0
0 7 8 44.3022 3.34286 8.49474 0.905179 298
0 7 9 0 0 0 0 0
0 7 10 0 0 0 0 0
0 7 11 47.7776 0.22301 2.84385 0.547273 764
0 7 12 45.3822 0.794709 5.00742 0.855739 219
0 7 13 43.0064 0.957214 5.59619 0.813192 142
0 7 14 46.6992 0.149052 3.13091 0.617391 861
0 7 15 46.2288 2.09776 5.90841 1.33274 349
0 7 16 0 0 0 0 0
0 7 17 47.9058 0.176763 2.91813 0.448936 918
0 7 18 46.6303 0.296587 4.7847 1.22768 876
0 7 19 44.1423 0.707543 3.91887 1.14749 127
0 7 20 49.4464 0.285305 2.42998 1.57307 1057
0 7 21 0 0 0 0 0
0 7 22 0 0 0 0 0
0 7 23 52.214 0.240317 3.23411 0.960938 983
0 7 24 46.4287 0.163151 3.45212 1.6432 780
0 7 25 44.1288 0.673323 4.55885 1.03901 198
0 7 26 50.2555 0.259211 5.48069 0.988444 1002
0 7 27 52.4059 0.314121 3.45237 1.20026 852
0 7 28 44.8575 0.630137 6.12645 1.08291 257
0 7 29 47.5894 0.153054 3.8242 1.62012 999
0 7 30 55.3674 0.171925 4.00179 0.642345 1180
0 7 31 36.7653 9.0095 4.45949 1.20333 119
0 7 32 44.4298 0.687615 5.62958 1.24734 234
0 7 33 54.526 0.146782 3.70776 1.15718 1220
0 7 34 48.6522 0.146466 4.12312 1.26202 1133
0 7 35 43.0455 0.747651 2.15196 0.328264 63
0 7 36 46.9649 0.127027 3.33309 1.54604 1317
0 7 37 0 0 0 0 0
0 7 38 0 0 0 0 0
0 7 39 45.4816 0.167128 3.63078 1.66314 758
0 7 40 46.757 0.130838 3.16285 1.65583 1214
0 7 41 44.7147 1.00628 3.69143 1.10471 126
0 7 42 47.8638 0.187275 4.22473 2.21791 1194
0 7 43 47.7387 0.122703 3.7826 0.697875 1226
0 7 44 37.7604 24.1844 5.90118 1.36327 102
0 7 45 52.8163 0.162175 3.0944 0.461288 1218
0 7 46 48.2202 0.106968 3.29508 0.904779 1351
0 7 47 0 0 0 0 0
0 7 48 46.9957 0.112203 3.66955 1.23148 1352
0 7 49 42.0709 0.28086 4.13352 1.59099 672
0 7 50 46.7332 0.623847 6.2123 1.02454 386
0 7 51 46.519 0.172541 3.97718 0.756999 785
0 7 52 52.3749 0.145862 4.40341 0.887019 1378
0 7 53 44.1553 1.51345 4.54555 0.435552 111
0 7 54 50.863 0.215691 2.98283 1.51771 1139
0 7 55 53.0608 0.164602 4.12267 1.40413 1068
0 7 56 52.5692 0.194893 4.50574 1.5572 838
